"Sheet","Context","Crop_Category","Crop_Group","Crop","Nutrient","Nutrient_Normalized","Nutrient_Type","Item","Detail","Source_URL"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Maize","Sulphur","Sulphur","Macro","Correction measure / remedy","Foliar spray of MgSO4@1%","https://agritech.tnau.ac.in/agriculture/plant_nutri/maize_sul.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Maize","Boron","Boron","Micro","Deficiency symptoms","Abnormal leaf and cobs .","https://agritech.tnau.ac.in/agriculture/plant_nutri/maize_boron.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Maize","Boron","Boron","Micro","Correction measure / remedy","Foliar application of mono ammonium phosphate (MAP) 1% (10 g / litre of water) two times at 15 days interval. .TD height=""27"" colSpan=1 align=""right"" bgcolor=""#DEF0C2"" style","https://agritech.tnau.ac.in/agriculture/plant_nutri/maize_boron.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Maize","Copper","Copper","Micro","Deficiency symptoms","Younger leaf tips turn brown roll up and break","https://agritech.tnau.ac.in/agriculture/plant_nutri/maize_copper.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Maize","Copper","Copper","Micro","Correction measure / remedy","Foliar spray of CuSO4 @ 0.2%..","https://agritech.tnau.ac.in/agriculture/plant_nutri/maize_copper.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Maize","Iron","Iron","Micro","Deficiency symptoms","Deficiency appears first in newly emerging leaves. Interveinal tissue turns pale yellow with green veins chlorotic pattern uniformly leaves turn yellow or white. Newly formed leaves exhibit chlorotic symptoms and the entire crop show bleached appearance.","https://agritech.tnau.ac.in/agriculture/plant_nutri/maize_iron.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Maize","Iron","Iron","Micro","Correction measure / remedy","Soil application of 20-25 Kg FeSO4 or foliar spray of 1% FeSO4 at weekly interval","https://agritech.tnau.ac.in/agriculture/plant_nutri/maize_iron.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Maize","Manganese","Manganese","Micro","Deficiency symptoms","Deficiency appears first in younger leaves. Leaves pale color in a streaked pattern and long narrow lesions on leaves.","https://agritech.tnau.ac.in/agriculture/plant_nutri/maize_manganes.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Maize","Manganese","Manganese","Micro","Correction measure / remedy","Foliar spray of MnSO4@2%","https://agritech.tnau.ac.in/agriculture/plant_nutri/maize_manganes.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Maize","Zinc","Zinc","Micro","Deficiency symptoms","Leaves have yellow streaks or chlorotic striping between veins. • White colour band arises from base to tip of the leaf. • New leaves are white in colour known as white bud. • Shortened internodes with rosette appearance. • Unfolding of young leaves .","https://agritech.tnau.ac.in/agriculture/plant_nutri/maize_zinc.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Maize","Zinc","Zinc","Micro","Correction measure / remedy","Foliar application of 0.5% ZnSO4 (5 g / litre of water) two times at 15 days interval. .TD height=""27"" colSpan=1 align=""right"" bgcolor=""#DEF0C2"" style","https://agritech.tnau.ac.in/agriculture/plant_nutri/maize_zinc.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Nitrogen","Nitrogen","Macro","Deficiency symptoms","Plants stunted, spindly pale yellow or deep yellow color near the tips and margins progresses toward the base heads small seed numbers reduced.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_nitro.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Nitrogen","Nitrogen","Macro","Correction measure / remedy","Foliar spray of Urea 1% or DAP 2%.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_nitro.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Phosphorus","Phosphorus","Macro","Deficiency symptoms","Small root systems; grain filling inhibited. Growth stunted, spindly, dark green leaves with dark red coloration. Leaf sheaths bend upward with red coloration leaf. Leave appear to be erect and leathery. Roots turn dark brown purple or black.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_phos.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Foliar spray of DAP 2% 2-3 sprays","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_phos.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Potassium","Potassium","Macro","Deficiency symptoms","Deficiency first seen on older leaves. Irregular necrotic patterns intermingled with red pigmentation. Streaked patterns on the interveinal tissue symptoms at tips and margins move towards the base.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_pota.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Potassium","Potassium","Macro","Correction measure / remedy","Foliar spray of KCl 1%","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_pota.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Calcium","Calcium","Macro","Deficiency symptoms","Plants stunted. Young leaf tips stick together form sword-like projections. Serrated leaf edges, leaves brittle, brown, sticky near margins and turn brown.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_cal.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Calcium","Calcium","Macro","Correction measure / remedy","Foliar application of CaSO4 2% twice.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_cal.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Magnesium","Magnesium","Macro","Deficiency symptoms","Deficiency appear first on older leaves irregular necrotic spots on tips and margins deep red color on leaves become brittle, turn brown","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_magnes.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Magnesium","Magnesium","Macro","Correction measure / remedy","Foliar spray of MgSO4 2%","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_magnes.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Sulphur","Sulphur","Macro","Deficiency symptoms","Deficiency appears in upper leaves. Emerging leaves pale yellow.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_sul.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Sulphur","Sulphur","Macro","Correction measure / remedy","Foliar spray of CaSO4 2%","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_sul.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Boron","Boron","Micro","Deficiency symptoms","Apical growing points stop developing leaves thick brittle and irregular chlorosis.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_bor.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Boron","Boron","Micro","Correction measure / remedy","Foliar spray of Borax 0.5 % at fortnightly intervals","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_bor.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Copper","Copper","Micro","Deficiency symptoms","Younger leaf tips turn brown roll up and break.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_copp.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Copper","Copper","Micro","Correction measure / remedy","Foliar spray of CuSO4 0.2%","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_copp.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Iron","Iron","Micro","Deficiency symptoms","Deficiency appears first in newly emerging leaves. Interveinal tissue turns pale yellow with green veins chlorotic pattern uniformly leaves turn yellow or white. Newly formed leaves exhibit chlorotic symptoms the entire crop show bleached appearance and dry.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_iro.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Iron","Iron","Micro","Correction measure / remedy","Soil application of 20-25 Kg FeSO4 or foliar spray of 1% FeSO4 at weekly interval.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_iro.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Manganese","Manganese","Micro","Deficiency symptoms","Deficiency appears first in younger leaves. Leaves pale color in a streaked pattern and long narrow lesions on leaves.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_manganes.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Manganese","Manganese","Micro","Correction measure / remedy","Foliar spray of MnSO4 0.2%","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_manganes.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Zinc","Zinc","Micro","Deficiency symptoms","Deficiencies first in the younger leaves. Emerging leaves uniformly pale green. Chlorosis staring at the base progressive toward the tip. Margins with distinct red line. Bleached white patches on the leaves. Older leaves have yellow streaks or chlorotic striping between veins.","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_zin.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Millets","Sorghum","Zinc","Zinc","Micro","Correction measure / remedy","Soil application of ZnSO4 20-25 Kg/ha or foliar spray of ZnSO4 0.5%","https://agritech.tnau.ac.in/agriculture/plant_nutri/sorghum_zin.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Nitrogen","Nitrogen","Macro","Deficiency symptoms","Leaf chlorosis, plants turn pale yellow, stunted growth, a reddish coloration of stems may occur.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_nitro.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Nitrogen","Nitrogen","Macro","Correction measure / remedy","Foliar spray of Urea 1 to 2% at fortnightly intervals.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_nitro.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Potassium","Potassium","Macro","Deficiency symptoms","Slight interveinal chlorosis, followed by a yellowing of the edges of the leaves.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_pota.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Potassium","Potassium","Macro","Correction measure / remedy","Foliar spray of KCl 1 to 2% at fortnightly intervals.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_pota.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Calcium","Calcium","Macro","Deficiency symptoms","Very rare in leaves and stems, small distorted leaves near branch tips, and terminal buds blacken and fail to continue to develop. Most common symptom in developing fruit is lack of kernel formation, darkened plumule if kernel develops, and reduced seed germination.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_cal.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Calcium","Calcium","Macro","Correction measure / remedy","Soil application of Gypsum 200 kg/ha.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_cal.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Sulphur","Sulphur","Macro","Deficiency symptoms","Plants look light green. Stunted growth, uniformly chlorotic plants, thin stemmed and spindle appearance.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_sul.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Sulphur","Sulphur","Macro","Correction measure / remedy","Soil application of Gypsum 200 kg/ha.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_sul.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Boron","Boron","Micro","Deficiency symptoms","Growth of young leaves restricted giving a rosette effect. The pod development is affected resulting in the production of 'pop' pods. Leaves small, branches stubby and stems may split pots show hollow heart and discoloration.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_boron.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Boron","Boron","Micro","Correction measure / remedy","Apply Borax 10 kg + Gypsum 200 kg/ha at 45 days after sowing.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_boron.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Copper","Copper","Micro","Deficiency symptoms","Chlorosis in younger leaves, distorted leaf lets and scattering of yellowish white spots on leaves.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_copp.html"
"Crop nutrient deficiency & correction","","Agricultural Crops","Oil Seeds","Groundnut","Copper","Copper","Micro","Correction measure / remedy","Foliar spray of CuSO4 0.2% at fortnightly intervals.","https://agritech.tnau.ac.in/agriculture/plant_nutri/gnut_copp.html"
